timestamp,window_id,tau_sec,outcome,z,p_model,direct_ask,direct_spread,real_edge,hurdle,status,size_usd
1788865397.7140675,5962884,102.43,NONE,-0.1206,0.452,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865398.771609,5962884,101.28,NONE,-0.0899,0.4642,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865399.8219044,5962884,100.23,NONE,-0.0898,0.4642,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865400.870225,5962884,99.18,NONE,-0.0913,0.4636,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865401.918993,5962884,98.12,NONE,-0.1565,0.4378,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865402.9671338,5962884,97.08,NONE,-0.1989,0.4212,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865404.0244708,5962884,96.02,NONE,-0.1985,0.4213,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865405.0931504,5962884,94.97,NONE,-0.2055,0.4186,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865406.1398733,5962884,93.91,NONE,-0.2127,0.4158,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865407.1925445,5962884,92.85,NONE,-0.2131,0.4156,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865408.2487273,5962884,91.8,NONE,-0.2266,0.4104,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865409.3004506,5962884,90.74,NONE,-0.2177,0.4138,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865410.3542006,5962884,89.69,NONE,-0.2222,0.4121,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865411.4171424,5962884,88.64,NO,-0.4101,0.6591,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865412.4671805,5962884,87.58,NO,-0.401,0.6558,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865413.521786,5962884,86.53,NO,-0.412,0.6598,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865414.5750568,5962884,85.48,NO,-0.4227,0.6637,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865415.6610832,5962884,84.42,NO,-0.4382,0.6694,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865416.713282,5962884,83.34,NO,-0.4487,0.6732,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865417.7697124,5962884,82.28,NO,-0.4583,0.6766,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865418.8283684,5962884,81.22,NO,-0.4509,0.674,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865419.8763497,5962884,80.17,NO,-0.4592,0.677,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865420.929348,5962884,79.12,NO,-0.6322,0.7364,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865421.9792545,5962884,78.07,NO,-0.6401,0.739,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865423.0266917,5962884,77.02,NO,-0.6475,0.7414,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865424.075318,5962884,75.97,NO,-0.6563,0.7442,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865425.127017,5962884,74.92,NO,-0.6646,0.7469,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865426.1738582,5962884,73.87,NO,-0.6724,0.7493,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865427.2244809,5962884,72.82,NO,-0.6822,0.7524,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865428.2755756,5962884,71.77,NO,-0.6889,0.7546,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865429.3486025,5962884,70.71,NO,-0.6955,0.7566,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865430.3937747,5962884,69.65,NO,-0.7001,0.7581,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865431.4505618,5962884,68.6,NO,-0.6981,0.7574,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865432.5200212,5962884,67.54,NO,-0.7042,0.7593,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865433.5703678,5962884,66.48,NO,-0.4842,0.6859,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865434.6390874,5962884,65.42,NO,-0.4853,0.6863,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865435.6966033,5962884,64.35,NO,-0.4897,0.6878,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865436.7582784,5962884,63.29,NO,-0.4928,0.6889,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865437.8096998,5962884,62.24,NO,-0.4546,0.6753,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865438.8541644,5962884,61.19,NO,-0.4611,0.6776,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865439.9062645,5962884,60.14,NO,-0.465,0.679,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865440.9628081,5962884,59.08,NO,-0.4703,0.6809,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865442.0275905,5962884,58.03,NO,-0.4528,0.6746,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865443.0865855,5962884,56.96,NO,-0.4574,0.6763,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865444.136331,5962884,55.91,NO,-0.4691,0.6805,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865445.1958194,5962884,54.85,NO,-0.4836,0.6857,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865446.2561386,5962884,53.79,NO,-0.478,0.6837,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865447.3106108,5962884,52.74,NO,-0.4843,0.6859,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865448.3652644,5962884,51.68,NO,-0.4927,0.6889,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865449.4230769,5962884,50.62,NO,-0.5096,0.6948,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865450.474159,5962884,49.57,NO,-0.5146,0.6966,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865451.5289435,5962884,48.52,NO,-0.4876,0.6871,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865452.5977552,5962884,47.47,NO,-0.4924,0.6888,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865453.6641333,5962884,46.39,NO,-0.4816,0.6849,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865454.7186708,5962884,45.33,NO,-0.4879,0.6872,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865455.7700713,5962884,44.28,NO,-0.4923,0.6888,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865456.8147688,5962884,43.23,NO,-0.4985,0.6909,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865457.8772027,5962884,42.17,NO,-0.5085,0.6944,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865458.9407353,5962884,41.1,NO,-0.5151,0.6968,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865459.9868364,5962884,40.06,NO,-0.5213,0.6989,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865461.0378532,5962884,39.01,NO,-0.5284,0.7014,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865462.0863411,5962884,37.96,NO,-0.5352,0.7037,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865463.1394725,5962884,36.91,NO,-0.5429,0.7064,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865464.1945472,5962884,35.86,NO,-0.5942,0.7238,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865465.2389174,5962884,34.8,NO,-0.578,0.7184,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865466.300068,5962884,33.75,NO,-0.5881,0.7218,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865467.3695447,5962884,32.68,NO,-0.6151,0.7307,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865468.4183557,5962884,31.63,NO,-0.6181,0.7317,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865469.466893,5962884,30.58,NO,-0.6376,0.7381,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865470.52104,5962884,29.53,NO,-0.6457,0.7408,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865471.5828502,5962884,28.46,NO,-0.6506,0.7423,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865472.6370053,5962884,27.41,NO,-0.6626,0.7462,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865473.703409,5962884,26.36,NO,-0.6755,0.7503,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865474.7541096,5962884,25.29,NO,-1.1159,0.8678,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865475.833396,5962884,24.22,NO,-1.1443,0.8738,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865476.8896499,5962884,23.16,NO,-1.1669,0.8784,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865477.9462698,5962884,22.1,NO,-1.1924,0.8834,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865479.0051916,5962884,21.04,NO,-1.2132,0.8875,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865480.0588317,5962884,19.99,NO,-1.3934,0.9183,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865481.1074386,5962884,18.94,NO,-1.5695,0.9417,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865482.1622615,5962884,17.88,NO,-1.6144,0.9468,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865483.2111964,5962884,16.84,NO,-1.6605,0.9516,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865484.2626445,5962884,15.78,NO,-1.7093,0.9563,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865485.3082101,5962884,14.74,NO,-1.7575,0.9606,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865486.368624,5962884,13.69,NO,-1.8206,0.9657,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865487.434855,5962884,12.62,NO,-1.8909,0.9707,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865488.4786496,5962884,11.56,NO,-1.9708,0.9756,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865489.5320597,5962884,10.51,NO,-2.0624,0.9804,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865490.5813954,5962884,9.46,NO,-2.1643,0.9848,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865491.6323972,5962884,8.41,NO,-2.2907,0.989,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865492.6825714,5962884,7.37,NO,-2.4418,0.9927,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865493.7315602,5962884,6.31,NO,-2.6297,0.9957,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865494.7851603,5962884,5.26,NO,-2.8734,0.998,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865495.8336148,5962884,4.21,NO,-3.201,0.9993,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865496.8932037,5962884,3.15,NO,-3.6836,0.9999,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865497.9506483,5962884,2.1,NO,-4.4974,1.0,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865499.0059826,5962884,1.04,NO,-6.3422,1.0,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865500.1440916,5962885,299.99,NONE,-0.0924,0.4632,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865501.193185,5962885,298.85,NONE,-0.0924,0.4632,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865502.2382736,5962885,297.81,NONE,-0.0924,0.4632,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865503.2906363,5962885,296.75,NONE,-0.1011,0.4597,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865504.3394053,5962885,295.71,NONE,-0.0955,0.4619,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865505.3869214,5962885,294.66,NONE,-0.0955,0.4619,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865506.443282,5962885,293.61,NONE,-0.0956,0.4619,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865507.497329,5962885,292.55,NONE,-0.0963,0.4616,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865508.5530329,5962885,291.49,NONE,-0.1006,0.46,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865509.6074646,5962885,290.44,NONE,-0.1005,0.46,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865510.6709263,5962885,289.39,NONE,-0.0965,0.4616,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865511.7238607,5962885,288.33,NONE,-0.4652,0.3209,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865512.7890577,5962885,287.27,NONE,-0.5055,0.3066,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865513.8442588,5962885,286.2,NONE,-0.1415,0.4437,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865514.8999412,5962885,285.15,NONE,-0.3639,0.358,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865516.0005596,5962885,284.09,NONE,-0.359,0.3598,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865517.0493512,5962885,283.0,NONE,-0.3532,0.362,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865518.0958037,5962885,281.95,NONE,-0.3537,0.3618,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865519.1580265,5962885,280.89,NONE,-0.3518,0.3625,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865520.207108,5962885,279.84,NONE,-0.328,0.3715,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865521.2644427,5962885,278.78,NONE,-0.3871,0.3494,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865522.3122563,5962885,277.73,NONE,-0.3462,0.3646,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865525.4899602,5962885,274.56,NONE,-0.3542,0.3616,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865530.799459,5962885,269.26,NONE,-0.3606,0.3592,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865531.913,5962885,268.19,NONE,-0.3199,0.3745,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865532.9894726,5962885,267.08,NONE,-0.3158,0.3761,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865534.0543876,5962885,266.0,NONE,-0.567,0.2854,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865535.1073296,5962885,264.94,NONE,-0.5135,0.3038,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865536.1640325,5962885,263.88,NONE,-0.4921,0.3113,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865537.2101212,5962885,262.84,NONE,-0.4881,0.3127,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865538.2576685,5962885,261.79,NONE,-0.4849,0.3139,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865539.3187487,5962885,260.72,NONE,-0.4812,0.3152,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865540.3754642,5962885,259.67,NONE,-0.4771,0.3166,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865541.4281185,5962885,258.62,NONE,-0.4749,0.3174,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865543.5363512,5962885,256.51,NONE,-0.498,0.3092,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865559.3747914,5962885,240.69,NONE,-0.2893,0.3862,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865560.4416082,5962885,239.61,YES,-0.3597,0.3595,0.33,0.02,0.0295,0.035,BLOCKED_HURDLE,0.0
1788865561.4960794,5962885,238.56,NONE,-0.3594,0.3597,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865576.3069603,5962885,223.74,NONE,-0.4408,0.3297,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865577.3679228,5962885,222.68,NONE,-0.6221,0.2669,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865578.4214034,5962885,221.62,NONE,-0.6306,0.2641,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865579.5226321,5962885,220.58,NONE,-0.6383,0.2616,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865580.5759015,5962885,219.47,NONE,-0.6451,0.2594,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865581.631053,5962885,218.41,NONE,-0.6511,0.2575,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865582.6946871,5962885,217.36,NONE,-0.8433,0.1995,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865583.7452636,5962885,216.3,NONE,-0.8683,0.1926,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865584.810884,5962885,215.25,NONE,-0.8748,0.1908,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865585.8788664,5962885,214.18,NONE,-0.8818,0.189,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865586.9322827,5962885,213.12,NONE,-0.8869,0.1876,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865587.9919891,5962885,212.06,NONE,-0.875,0.1908,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865589.0405164,5962885,211.01,NONE,-0.8785,0.1898,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865590.0908737,5962885,209.95,NONE,-0.8958,0.1852,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865591.148045,5962885,208.9,NONE,-0.8977,0.1847,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865592.2050323,5962885,207.84,NONE,-0.9,0.1841,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865593.2537048,5962885,206.79,NONE,-0.8848,0.1881,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865594.310313,5962885,205.73,NONE,-0.8871,0.1875,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865595.4152896,5962885,204.68,NONE,-0.8899,0.1868,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865596.4715672,5962885,203.57,NONE,-0.8931,0.1859,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865597.5323734,5962885,202.52,NONE,-0.8957,0.1852,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865598.5788167,5962885,201.47,NONE,-0.8982,0.1845,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865599.6363702,5962885,200.42,NONE,-0.9012,0.1837,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865600.685787,5962885,199.36,NONE,-0.9037,0.1831,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865601.7385902,5962885,198.31,NONE,-1.0665,0.1431,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865602.785635,5962885,197.26,NONE,-1.1967,0.1157,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865603.8358057,5962885,196.21,NONE,-1.2085,0.1134,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865604.8884907,5962885,195.16,NONE,-1.2115,0.1129,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865605.9508529,5962885,194.1,NONE,-1.2146,0.1123,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865607.0002375,5962885,193.05,NONE,-1.2197,0.1113,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865608.0609756,5962885,191.98,NONE,-1.2235,0.1106,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865609.1202173,5962885,190.93,NONE,-1.2241,0.1104,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865610.1819365,5962885,189.87,NONE,-1.227,0.1099,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865611.2878573,5962885,188.8,NONE,-1.23,0.1093,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865612.347899,5962885,187.7,NONE,-1.2163,0.1119,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865613.4002147,5962885,186.65,NONE,-1.1801,0.119,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865614.4587173,5962885,185.59,NONE,-1.1883,0.1174,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865615.5103514,5962885,184.54,NONE,-1.1907,0.1169,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865616.5609746,5962885,183.48,NONE,-1.1937,0.1163,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865617.6165395,5962885,182.43,NONE,-1.1969,0.1157,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865618.6748664,5962885,181.38,NONE,-1.2002,0.115,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865619.7493496,5962885,180.32,NONE,-1.2095,0.1132,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865620.8025584,5962885,179.24,NONE,-1.1013,0.1354,0.0,0.0,0.0,0.0,NO_SIGNAL,0.0
1788865643.9897313,5962885,156.15,NONE,0.0054,0.5021,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865645.0382748,5962885,155.01,NONE,0.1074,0.5427,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865646.0863712,5962885,153.96,NONE,0.1083,0.5431,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865647.1441572,5962885,152.9,NONE,-0.2293,0.4093,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865648.1978974,5962885,151.85,NONE,-0.2258,0.4107,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865649.2566147,5962885,150.79,NONE,-0.2178,0.4138,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865650.3104029,5962885,149.74,NONE,-0.218,0.4137,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865651.3639314,5962885,148.68,NONE,-0.3231,0.3733,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865652.4219353,5962885,147.63,NONE,-0.3385,0.3675,0.0,0.0,0.0,0.0,BLOCKED_NOISE,0.0
1788865653.4856277,5962885,146.56,YES,-0.3547,0.3614,0.03,0.01,0.3314,0.03,EXECUTED,25.0
1788865654.533821,5962885,145.51,YES,-0.3707,0.3554,0.02,0.01,0.3354,0.03,BLOCKED_COOLDOWN,0.0
1788865655.618622,5962885,144.46,YES,-0.3866,0.3495,0.03,0.01,0.3195,0.03,BLOCKED_COOLDOWN,0.0
1788865656.6652505,5962885,143.38,YES,-0.4797,0.3157,0.03,0.01,0.2857,0.03,BLOCKED_COOLDOWN,0.0
1788865657.722228,5962885,142.33,YES,-0.4903,0.3119,0.03,0.01,0.2819,0.03,BLOCKED_COOLDOWN,0.0
1788865658.769191,5962885,141.27,YES,-0.5081,0.3057,0.03,0.01,0.2757,0.03,BLOCKED_COOLDOWN,0.0
1788865659.8300073,5962885,140.23,YES,-0.5254,0.2996,0.03,0.02,0.2696,0.035,BLOCKED_COOLDOWN,0.0
1788865660.8856316,5962885,139.16,YES,-0.5409,0.2943,0.02,0.01,0.2743,0.03,BLOCKED_COOLDOWN,0.0
1788865661.9379413,5962885,138.11,YES,-0.5417,0.294,0.02,0.01,0.274,0.03,BLOCKED_COOLDOWN,0.0
1788865662.9963827,5962885,137.06,YES,-0.5553,0.2893,0.02,0.01,0.2693,0.03,BLOCKED_COOLDOWN,0.0
1788865664.049601,5962885,136.0,YES,-0.5678,0.2851,0.02,0.01,0.2651,0.03,BLOCKED_COOLDOWN,0.0
1788865665.13314,5962885,134.94,YES,-0.5881,0.2782,0.02,0.01,0.2582,0.03,BLOCKED_COOLDOWN,0.0
1788865666.1796863,5962885,133.87,YES,-0.5992,0.2745,0.02,0.01,0.2545,0.03,BLOCKED_COOLDOWN,0.0
1788865667.2250216,5962885,132.82,YES,-0.6549,0.2563,0.02,0.01,0.2363,0.03,BLOCKED_COOLDOWN,0.0
1788865668.2745564,5962885,131.77,YES,-0.6617,0.2541,0.02,0.01,0.2341,0.03,BLOCKED_COOLDOWN,0.0
1788865669.3286855,5962885,130.72,YES,-0.6662,0.2527,0.02,0.01,0.2327,0.03,EXECUTED,25.0
1788865670.3851986,5962885,129.66,YES,-0.6718,0.2508,0.02,0.01,0.2308,0.03,BLOCKED_COOLDOWN,0.0
1788865671.4602234,5962885,128.6,YES,-0.6781,0.2488,0.02,0.01,0.2288,0.03,BLOCKED_COOLDOWN,0.0
1788865672.505425,5962885,127.54,YES,-0.6843,0.2469,0.02,0.01,0.2269,0.03,BLOCKED_COOLDOWN,0.0
1788865673.5595918,5962885,126.49,YES,-0.6893,0.2453,0.02,0.01,0.2253,0.03,BLOCKED_COOLDOWN,0.0
1788865674.6080368,5962885,125.44,YES,-0.6945,0.2437,0.02,0.01,0.2237,0.03,BLOCKED_COOLDOWN,0.0
1788865675.667051,5962885,124.38,YES,-0.6993,0.2422,0.02,0.01,0.2222,0.03,BLOCKED_COOLDOWN,0.0
1788865676.722215,5962885,123.32,YES,-0.7049,0.2404,0.02,0.01,0.2204,0.03,BLOCKED_COOLDOWN,0.0
1788865677.7834349,5962885,122.26,YES,-0.6953,0.2434,0.02,0.01,0.2234,0.03,BLOCKED_COOLDOWN,0.0
1788865678.834259,5962885,121.21,YES,-0.6999,0.242,0.02,0.01,0.222,0.03,BLOCKED_COOLDOWN,0.0
1788865679.8847444,5962885,120.16,YES,-0.7037,0.2408,0.02,0.01,0.2208,0.03,BLOCKED_COOLDOWN,0.0
1788865680.935412,5962885,119.11,YES,-0.7075,0.2396,0.02,0.01,0.2196,0.03,BLOCKED_COOLDOWN,0.0
1788865681.9852445,5962885,118.06,YES,-0.6639,0.2534,0.02,0.01,0.2334,0.03,BLOCKED_COOLDOWN,0.0
1788865683.0354931,5962885,117.01,YES,-0.6675,0.2522,0.02,0.01,0.2322,0.03,BLOCKED_COOLDOWN,0.0
1788865684.086542,5962885,115.96,NO,-0.6707,0.7488,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
1788865685.1542003,5962885,114.9,NO,-0.6739,0.7498,0.0,0.0,0.0,0.035,BLOCKED_PHANTOM,0.0
